LayerID,IRIs,Space,Topic,Style,Discard,State
261926,"http://sweetontology.net/propOrdinal/Quality,http://sweetontology.net/matr/Air,http://sweetontology.net/humanCommerce/Management",Global/Europe/United Kingdom,"Health,Weather",Area Method,0,2022.08.04 12:26:48
261929,"http://sweetontology.net/matrFacility/Building,http://sweetontology.net/humanJurisdiction/City",Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.08.04 12:27:05
261941,"http://sweetontology.net/realmLandform/Landscape,http://sweetontology.net/human/Recreation,http://sweetontology.net/realmLandFluvial/Valley",Global/Europe/France,"Biodiversity,Ecosystem",Area Method,0,2022.08.04 13:17:25
261951,"http://sweetontology.net/matrFacility/Airport,http://sweetontology.net/humanJurisdiction/Policy",Global/Europe/France,Health,Area Method,0,2022.08.04 13:17:30
261952,"http://sweetontology.net/matrAerosol/Smoke,http://sweetontology.net/humanJurisdiction/Policy,http://sweetontology.net/stateRoleGeographic/Commercial",Global/Europe/France,Health,Area Method,0,2022.08.04 13:39:32
261953,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/humanEnvirConservation/Protection",Global/Europe/France,"Agriculture,Biodiversity","Area Method,Point Symbol Method",0,2022.08.04 13:39:44
261956,"http://sweetontology.net/realmHydroBody/Bog,http://sweetontology.net/matrPlant/Plant,http://sweetontology.net/stateChemical/Acid,http://sweetontology.net/matrPlant/Grass",Global/Europe/United Kingdom,"Biodiversity,Ecosystem,Health",Area Method,0,2022.08.04 13:39:57
261959,"http://sweetontology.net/realmLandform/Lowland,http://sweetontology.net/stateRoleRepresentative/Indicator,http://sweetontology.net/phenEcology/Biodiversity",Global/Europe/United Kingdom,"Biodiversity,Health",Area Method,0,2022.08.04 13:40:17
261962,"http://sweetontology.net/realmLandOrographic/Cliff,http://sweetontology.net/realmBiolBiome/Woodland",Global/Europe/United Kingdom,Geology,Area Method,0,2022.07.28 10:55:28
261963,"http://sweetontology.net/realmLandOrographic/Cliff,http://sweetontology.net/realmBiolBiome/Woodland,http://sweetontology.net/realmLandCoastal/Beach",Global/Europe/United Kingdom,Geology,Area Method,0,2022.07.28 10:56:33
261964,"http://sweetontology.net/realmBiolBiome/Woodland,http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/stateSystem/Natural,http://sweetontology.net/stateRoleGeographic/Barrier",Global/Europe/United Kingdom,Geology,Area Method,0,2022.08.04 13:49:18
261965,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/realmBiolBiome/Woodland,http://sweetontology.net/humanJurisdiction/Policy",Global/Europe/United Kingdom,"Agriculture,Biodiversity",Point Symbol Method,0,2022.08.04 13:49:27
261966,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/realmBiolBiome/Woodland",Global/Europe/United Kingdom,"Biodiversity,Ecosystem",Area Method,0,2022.07.28 11:10:06
261967,"http://sweetontology.net/realmLandform/Landscape,http://sweetontology.net/realmLandform/Lowland,http://sweetontology.net/matrPlant/Vegetation",Global/Europe/United Kingdom,"Biodiversity,Ecosystem",Area Method,0,2022.08.04 13:49:40
261968,"http://sweetontology.net/realmBiolBiome/Woodland,http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/propCategorical/Community,http://sweetontology.net/realmBiolBiome/Forest,http://sweetontology.net/stateSystem/Complex",Global/Europe/United Kingdom,"Agriculture,Biodiversity",Area Method,0,2022.08.04 13:50:07
261975,http://sweetontology.net/matrFacility/Facility,Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.07.28 11:12:38
262014,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanDecision/Allocation",Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.07.28 11:12:48
262059,"http://sweetontology.net/humanJurisdiction/City,http://sweetontology.net/realmHydroBody/BodyOfWater",Global/Europe/United Kingdom,Health,Area Method,0,2022.07.28 11:13:22
262070,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanJurisdiction/Policy",Global/Europe/United Kingdom,Health,Line Symbol Method,0,2022.08.04 13:50:21
262077,"http://sweetontology.net/realmLandProtected/Parkland,http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanJurisdiction/Policy",Global/Europe/United Kingdom,"Ecosystem,Health",Area Method,0,2022.08.04 13:50:29
262079,"http://sweetontology.net/humanTransportation/Transport,http://sweetontology.net/humanJurisdiction/Policy,http://sweetontology.net/matrEquipment/Infrastructure,http://sweetontology.net/matrFacility/Facility",Global/Europe/United Kingdom,Health,Area Method,0,2022.08.04 13:56:18
262086,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/realmBiolBiome/Forest","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland","Agriculture,Ecosystem",Area Method,0,2022.08.04 13:56:30
262089,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/realmBiolBiome/Forest,http://sweetontology.net/humanJurisdiction/Civilian,http://sweetontology.net/humanCommerce/Forestry","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland","Geology,Health",Quality Base Method,0,2022.08.04 13:56:53
262090,"http://sweetontology.net/human/Recreation,http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanCommerce/Management,http://sweetontology.net/humanJurisdiction/Country","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Geology,Point Symbol Method,0,2022.08.04 13:57:12
262091,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/human/Recreation,http://sweetontology.net/humanCommerce/Management,http://sweetontology.net/realmBiolBiome/Forest","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Agriculture,Point Symbol Method,0,2022.08.04 13:57:30
262092,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/realmLandProtected/Parkland,http://sweetontology.net/humanCommerce/Forestry,http://sweetontology.net/realmAstroBody/Star","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland","Biodiversity,Ecosystem",Area Method,0,2022.08.04 13:57:47
262106,http://sweetontology.net/matrFacility/Habitat,Global/Europe/United Kingdom,"Biodiversity,Ecosystem",Area Method,0,2022.07.28 11:18:47
262110,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/matr/Air,http://sweetontology.net/matrFacility/Station",Global/Europe/United Kingdom,"Health,Weather",Point Symbol Method,0,2022.08.04 14:01:31
262115,"http://sweetontology.net/propCapacity/Capacity,http://sweetontology.net/realmHydroBody/BodyOfWater",Global/Europe/United Kingdom/Scotland,"Energy,Water",Choloplethic Method,0,2022.08.04 14:01:42
262147,http://sweetontology.net/matrFacility/Building,Global/Europe/United Kingdom,Geology,Point Symbol Method,0,2022.07.28 11:19:47
262175,"http://sweetontology.net/humanEnvirConservation/Conservation,http://sweetontology.net/humanCommerce/Development",Global/Europe/United Kingdom,"Biodiversity,Ecosystem",Area Method,0,2022.08.04 14:01:56
262190,http://sweetontology.net/stateChemical/Composite,Global/Europe/United Kingdom/Scotland,"Biodiversity,Ecosystem",Quality Base Method,0,2022.08.04 14:02:09
262221,http://sweetontology.net/realmLandform/Landscape,Global/Europe/United Kingdom,"Biodiversity,Geology",Quality Base Method,0,2022.08.04 14:13:13
262225,http://sweetontology.net/matrFacility/Building,Global/Europe/United Kingdom,Geology,Line Symbol Method,0,2022.07.28 11:21:09
262328,http://sweetontology.net/matrSediment/Soil,Global/Europe/United Kingdom/Scotland,Agriculture,Choloplethic Method,0,2022.07.28 11:21:35
262360,http://sweetontology.net/matrPlant/Tree,Global/Europe/United Kingdom,"Agriculture,Ecosystem",Point Symbol Method,0,2022.07.28 11:21:47
262367,"http://sweetontology.net/human/Service,http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanJurisdiction/Government,http://sweetontology.net/stateBiological/Elderly,http://sweetontology.net/matrEquipment/Infrastructure,http://sweetontology.net/humanJurisdiction/Civilian,http://sweetontology.net/matrFacility/Station",Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.08.04 15:06:00
262374,"http://sweetontology.net/matr/Air,http://sweetontology.net/propOrdinal/Quality,http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/matrElement/Nitrogen,http://sweetontology.net/stateRoleBiological/Pollutant",Global/Europe/United Kingdom,"Health,Weather",Point Symbol Method,0,2022.08.04 15:06:16
262388,"http://sweetontology.net/matrRock/Rock,http://sweetontology.net/stateSystem/Stability,http://sweetontology.net/humanJurisdiction/Continent,http://sweetontology.net/stateSystem/Natural",Global/Europe/United Kingdom,Geology,Quality Base Method,0,2022.08.04 15:07:29
262394,"http://sweetontology.net/matrRock/Rock,http://sweetontology.net/humanJurisdiction/Continent,http://sweetontology.net/stateRoleImpact/Hazard,http://sweetontology.net/stateSystem/Natural,http://sweetontology.net/stateRealm/Geological",Global/Europe/United Kingdom,Geology,Line Symbol Method,0,2022.08.04 15:08:47
262411,http://sweetontology.net/matrFacility/Building,Global/Europe/United Kingdom,Geology,Point Symbol Method,0,2022.07.28 11:25:56
262418,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/humanJurisdiction/Policy,http://sweetontology.net/humanJurisdiction/Country,http://sweetontology.net/phenSystem/Destruction,http://sweetontology.net/stateRoleTrust/Prior,http://sweetontology.net/realmBiolBiome/Woodland,http://sweetontology.net/humanJurisdiction/County",Global/Europe/United Kingdom,"Agriculture,Biodiversity",Area Method,0,2022.08.04 15:22:58
262422,"http://sweetontology.net/realmGeol/Bedrock,http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/stateRealm/Onshore,http://sweetontology.net/stateSpaceScale/Continental,http://sweetontology.net/stateRoleBiological/Habitat","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Geology,Quality Base Method,0,2022.08.04 15:23:20
262423,"http://sweetontology.net/realmGeol/Bedrock,http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/matrRock/Rock","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Geology,Line Symbol Method,0,2022.08.04 15:28:39
262424,"http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/matrSediment/Sediment","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Geology,Quality Base Method,0,2022.07.28 11:28:21
262451,http://sweetontology.net/humanCommerce/Forestry,"Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Geology,Area Method,0,2022.07.28 21:05:24
262455,"http://sweetontology.net/realmBiolBiome/Woodland,http://sweetontology.net/matrFacility/Habitat,http://sweetontology.net/matrPlant/Native,http://sweetontology.net/humanEnvirConservation/Conservation,http://sweetontology.net/matrPlant/Vegetation","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Biodiversity,Area Method,0,2022.08.04 15:29:47
262456,"http://sweetontology.net/realmBiolBiome/Forest,http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanDecision/Evaluation,http://sweetontology.net/procWave/WavePropagation","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland","Agriculture,Geology",Point Symbol Method,0,2022.08.04 15:30:31
262470,http://sweetontology.net/phenAtmoWind/Wind,Global/Europe/United Kingdom,"Energy,Weather",Area Method,0,2022.08.04 15:30:39
262479,http://sweetontology.net/matrSediment/Soil,Global/Europe/United Kingdom/Scotland,Agriculture,Quality Base Method,0,2022.08.04 15:30:44
262615,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/realmLandFluvial/Tunnel,http://sweetontology.net/matr/DissolvedOrganicCarbon,http://sweetontology.net/humanJurisdiction/City",Global/Europe/United Kingdom,"Energy,Geology",Point Symbol Method,0,2022.08.04 15:31:17
262618,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/matrFacility/Building,http://sweetontology.net/matrEquipment/Infrastructure",Global/Europe/United Kingdom,Geology,Point Symbol Method,0,2022.08.04 15:31:36
262622,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanJurisdiction/City,http://sweetontology.net/matrPlant/Plant",Global/Europe/United Kingdom,"Biodiversity,Geology",Point Symbol Method,0,2022.08.04 15:32:01
262642,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/matrFacility/Station",Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.07.28 21:19:20
262666,"http://sweetontology.net/matrFacility/Station,http://sweetontology.net/matrFacility/Facility",Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.07.28 21:19:13
262686,http://sweetontology.net/matrFacility/Facility,Global/Europe/United Kingdom,Ecosystem,Area Method,0,2022.07.28 21:19:48
262688,http://sweetontology.net/matrFacility/Facility,Global/Europe/United Kingdom,Ecosystem,Line Symbol Method,0,2022.08.04 15:32:25
262690,"http://sweetontology.net/matr/Air,http://sweetontology.net/propOrdinal/Quality,http://sweetontology.net/humanCommerce/Management",Global/Europe/United Kingdom,"Health,Weather",Line Symbol Method,0,2022.08.04 15:32:33
262692,"http://sweetontology.net/matrFacility/Habitat,http://sweetontology.net/propOrdinal/Condition,http://sweetontology.net/matrPlant/Crown",Global/Europe/United Kingdom,"Biodiversity,Ecosystem",Line Symbol Method,0,2022.08.04 15:33:10
262694,"http://sweetontology.net/realm/Land,http://sweetontology.net/matrPlant/Crown,http://sweetontology.net/propOrdinal/Condition",Global/Europe/United Kingdom,Agriculture,Line Symbol Method,0,2022.08.04 15:34:15
262696,http://sweetontology.net/matrFacility/Facility,Global/Europe/United Kingdom,Health,Point Symbol Method,0,2022.07.28 21:21:31
262698,http://sweetontology.net/matrFacility/Facility,Global/Europe/United Kingdom,"Agriculture,Health",Area Method,0,2022.08.04 15:34:28
262700,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanCommerce/Development",Global/Europe/United Kingdom,"Ecosystem,Health",Area Method,0,2022.08.04 15:34:39
262702,http://sweetontology.net/realmLandform/SurfaceRegion,Global/Europe/United Kingdom,Agriculture,Area Method,0,2022.08.04 15:35:47
262704,"http://sweetontology.net/realmLandform/SurfaceRegion,http://sweetontology.net/stateRoleGeographic/Residential",Global/Europe/United Kingdom,"Agriculture,Health",Area Method,0,2022.08.04 15:35:58
262706,"http://sweetontology.net/propOrdinal/Condition,http://sweetontology.net/realmLandform/SurfaceRegion",Global/Europe/United Kingdom,"Agriculture,Health",Area Method,0,2022.08.04 15:36:45
262708,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/realmBiolBiome/Woodland",Global/Europe/United Kingdom,"Agriculture,Ecosystem",Point Symbol Method,0,2022.07.28 21:30:06
262711,"http://sweetontology.net/realmGeol/Bedrock,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/matrNaturalResource/Deposit","Global/Europe/United Kingdom/England,Global/Europe/United Kingdom/Scotland",Geology,Quality Base Method,0,2022.08.04 15:37:07
262720,http://sweetontology.net/realmHydroBody/Wetland,Global/Europe/United Kingdom/Scotland,"Biodiversity,Ecosystem",Area Method,0,2022.07.28 21:32:15
262721,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/humanEnvirConservation/Conservation,http://sweetontology.net/stateSystem/Natural,http://sweetontology.net/humanEnvirConservation/Protection,http://sweetontology.net/stateRoleBiological/Habitat",Global/Europe/United Kingdom/Scotland,"Biodiversity,Ecosystem",Area Method,0,2022.08.04 15:37:46
262723,"http://sweetontology.net/humanEnvirConservation/Conservation,http://sweetontology.net/matrFacility/Habitat,http://sweetontology.net/stateSystem/Natural,http://sweetontology.net/humanEnvirConservation/Protection,http://sweetontology.net/stateRealm/Terrestrial,http://sweetontology.net/humanJurisdiction/Regulation",Global/Europe/United Kingdom/Scotland,Biodiversity,Area Method,0,2022.08.04 15:38:08
262727,"http://sweetontology.net/matrFacility/Facility,http://sweetontology.net/matrFacility/Habitat,http://sweetontology.net/humanCommerce/Management,http://sweetontology.net/stateRoleBiological/Habitat",Global/Europe/United Kingdom,Ecosystem,Area Method,0,2022.08.04 15:39:08
262731,"http://sweetontology.net/humanEnvirConservation/Conservation,http://sweetontology.net/realmHydroBody/BodyOfWater,http://sweetontology.net/phenEcology/Biodiversity,http://sweetontology.net/stateRealm/Terrestrial,http://sweetontology.net/humanEnvirConservation/Sustainability,http://sweetontology.net/realmLandCoastal/CoastalRegion",Global/Europe/United Kingdom,"Biodiversity,Ecosystem",Area Method,0,2022.08.04 15:39:18
262732,"http://sweetontology.net/humanEnvirConservation/Conservation,http://sweetontology.net/stateSystem/Natural",Global/Europe/United Kingdom,Ecosystem,Area Method,0,2022.07.28 21:37:00
262793,"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/matrFacility/Farm,http://sweetontology.net/stateRealm/Onshore",Global/Europe/United Kingdom/Scotland,Energy,Choloplethic Method,0,2022.08.04 15:40:00
262892,http://sweetontology.net/realmHydroBody/River,Global/Africa/Burkina Faso,"Geology,Water",Line Symbol Method,0,2022.08.04 15:40:08
263802,"http://sweetontology.net/realmGeol/Cover,http://sweetontology.net/prop/Accuracy,http://sweetontology.net/phenGeolFault/Horizontal,http://sweetontology.net/stateSystem/Natural,http://sweetontology.net/realmSoil/Ground","Global/North America/United States/Idaho,Global/North America/United States/Montana",Disaster,Raw Image,0,2022.08.04 15:40:33
263806,"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmHydroBody/Estuary,http://sweetontology.net/realmBiolBiome/Terrain,http://sweetontology.net/stateRoleBiological/Habitat",Global/North America/United States,"Disaster,Water,Weather",Choloplethic Method,0,2022.08.04 15:40:50
263811,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenFluidDynamics/Circulation,http://sweetontology.net/realmLandFluvial/Ripple,http://sweetontology.net/realmHydroBody/Estuary",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.08.04 15:41:24
263812,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/human/Mapping,http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/realmLandFluvial/Ripple,http://sweetontology.net/phenFluidDynamics/Circulation,http://sweetontology.net/realmHydroBody/Estuary",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.08.04 15:42:18
263813,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/human/Mapping,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/humanResearch/Research,http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/matrSediment/Sediment,http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/realmLandFluvial/Ripple",Global/North America/United States,"Geology,Water",Line Symbol Method,0,2022.08.04 15:44:06
263814,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/human/Mapping,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/matrSediment/Sediment",Global/North America/United States,"Geology,Water",Raw Image,0,2022.08.04 15:44:24
263815,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realm/Ocean,http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/propSpaceHeight/Elevation",Global/North America/United States,"Geology,Water,Weather",Choloplethic Method,0,2022.08.04 15:44:48
263816,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/realmHydroBody/Estuary,http://sweetontology.net/propSpaceHeight/Topography,http://sweetontology.net/realmHydroBody/Bay",Global/North America/United States,"Climate,Disaster,Geology,Water,Weather",Choloplethic Method,0,2022.08.04 15:45:35
263817,"http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/humanCommerce/Construction,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/propSpaceHeight/Topography,http://sweetontology.net/realmBiolBiome/Terrain",Global/North America/United States,"Climate,Geology,Water,Weather",Choloplethic Method,0,2022.08.04 15:46:00
263818,"http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realm/Ocean,http://sweetontology.net/humanEnvirConservation/Protection,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/realmHydroBody/Estuary",Global/North America/United States,"Disaster,Geology,Water,Weather",Choloplethic Method,0,2022.08.04 15:46:27
263819,"http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/humanCommerce/Construction,http://sweetontology.net/stateRealm/Oceanic",Global/North America/United States,"Climate,Geology,Water,Weather",Choloplethic Method,0,2022.07.28 21:53:41
263820,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/humanCommerce/Construction",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.07.28 21:55:14
263821,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/stateRealm/Oceanic,http://sweetontology.net/humanCommerce/Construction",Global/North America/United States,"Climate,Disaster,Water,Weather",Quality Base Method,0,2022.07.28 21:55:37
263823,"http://sweetontology.net/realmHydroBody/Lake,http://sweetontology.net/stateRoleImpact/Great,http://sweetontology.net/matrSediment/Sediment",Global/North America/United States,"Geology,Water",Quality Base Method,0,2022.07.28 21:56:44
263826,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Island",Global/North America/United States,"Geology,Water,Weather",Choloplethic Method,0,2022.07.28 21:57:06
263827,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realm/Ocean,http://sweetontology.net/stateRealm/Benthic",Global/North America/United States,"Geology,Water",Raw Image,0,2022.07.28 21:57:48
263832,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.07.28 21:58:36
263833,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/human/Mapping",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.07.28 21:59:44
263834,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmHydroBody/Estuary",Global/North America/United States,"Geology,Water",Line Symbol Method,0,2022.07.28 22:00:03
263835,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/human/Mapping",Global/North America/United States,"Geology,Water",Raw Image,0,2022.07.28 22:00:41
263836,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realm/Ocean",Global/North America/United States,"Geology,Water,Weather",Choloplethic Method,0,2022.07.28 22:01:05
263837,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmOceanFloor/OceanFloor",Global/North America/United States,"Geology,Water,Weather",Raw Image,0,2022.07.28 22:02:15
263838,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/humanCommerce/Construction,http://sweetontology.net/stateRealm/Oceanic,http://sweetontology.net/stateRealm/Offshore",Global/North America/United States,"Geology,Water,Weather",Choloplethic Method,0,2022.07.28 22:03:08
263839,"http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline",Global/North America/United States,"Climate,Geology,Water,Weather",Choloplethic Method,0,2022.07.28 22:03:54
263840,"http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion",Global/North America/United States,"Geology,Water,Weather",Choloplethic Method,0,2022.07.28 22:05:04
263841,"http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline",Global/North America/United States,"Climate,Geology,Water,Weather",Choloplethic Method,0,2022.07.28 22:05:38
263842,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/stateRealm/Oceanic,http://sweetontology.net/realmLandCoastal/Shoreline",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.07.28 22:06:13
263843,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Offshore",Global/North America/United States,"Climate,Geology,Water,Weather",Choloplethic Method,0,2022.07.28 22:06:41
263845,"http://sweetontology.net/realmHydroBody/Lake,http://sweetontology.net/realmHydroBody/River,http://sweetontology.net/realmLandCoastal/CoastalRegion",Global/North America/United States,"Geology,Water",Quality Base Method,0,2022.07.28 22:07:15
263861,"http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/stateRealm/Oceanic,http://sweetontology.net/matrSediment/Sediment",Global/North America/United States,"Geology,Water",Raw Image,0,2022.08.04 15:46:42
263862,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realm/Ocean,http://sweetontology.net/stateRealm/Oceanic,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/realmLandCoastal/Harbor,http://sweetontology.net/stateSpaceConfiguration/Bottom",Global/North America/United States,"Geology,Water,Weather",Raw Image,0,2022.08.04 15:46:57
263865,"http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/stateRealm/Atmospheric,http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/procWave/Reflection,http://sweetontology.net/procWave/Echo",Global/North America/United States,"Geology,Water,Weather",Choloplethic Method,0,2022.08.04 15:47:25
263866,"http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Island,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/propChemical/ChemicalOxygenDemand,http://sweetontology.net/realm/Ocean,http://sweetontology.net/stateRealm/Atmospheric,http://sweetontology.net/realmLandCoastal/Harbor",Global/North America/United States,"Geology,Water",Raw Image,0,2022.08.04 15:52:38
263871,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/propChemical/ChemicalOxygenDemand,http://sweetontology.net/realmHydroBody/Estuary",Global/North America/United States,"Geology,Water",Choloplethic Method,0,2022.08.04 15:53:09
263873,"http://sweetontology.net/realm/Ocean,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/matrSediment/Sediment,http://sweetontology.net/matrBiomass/Wood,http://sweetontology.net/realmLandFluvial/Ripple,http://sweetontology.net/propChemical/ChemicalOxygenDemand",Global/North America/United States,"Geology,Water",Line Symbol Method,0,2022.08.04 15:59:00
